tail,head,capacity,length,fft(min),alpha,beta,speedLimit,toll,link_type,
763,771,1882.58,0.573913,0.573913333,0.15,4,1,0,0,0
764,733,1882.58,0.6,0.6,0.15,4,1,0,0,0
764,762,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
764,763,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
764,765,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
765,762,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
765,763,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
765,764,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
765,766,4024.97,0.574074,0.574073333,0.15,4,1,0,0,0
766,765,2919.23,0.574074,0.574073333,0.15,4,1,0.0574074,0,0
766,767,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
766,768,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
766,769,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
767,736,3892.31,0.481481,0.481481667,0.15,4,1,0.0481481,0,0
767,766,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
767,768,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
767,769,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
768,459,4024.97,0.722222,0.722221667,0.15,4,1,0,0,0
768,766,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
768,767,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
768,769,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
769,766,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
769,767,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
769,768,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
769,770,2919.23,0.62963,0.62963,0.15,4,1,0,0,0
770,84,1.00E+05,0.68,0.68,0.15,4,1,0,0,0
770,769,3892.31,0.62963,0.62963,0.15,4,1,0.062963,0,0
770,776,2919.23,0.5,0.5,0.15,4,1,0,0,0
771,85,1.00E+05,0.96,0.96,0.15,4,1,0,0,0
771,763,1882.58,0.573913,0.573913333,0.15,4,1,0.0573913,0,0
771,775,2678.26,0.744,0.744,0.15,4,1,0,0,0
772,759,1325.24,1.14783,1.14783,0.15,4,1,0,0,0
772,773,662.622,0.704348,0.704348333,0.15,4,1,0,0,0
773,772,1325.24,0.704348,0.704348333,0.15,4,1,0,0,0
773,774,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
774,773,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
774,775,662.622,0.730435,0.730435,0.15,4,1,0,0,0
775,771,2678.26,0.744,0.744,0.15,4,1,0,0,0
775,774,1325.24,0.730435,0.730435,0.15,4,1,0,0,0
775,776,662.622,0.991304,0.991303333,0.15,4,1,0,0,0
775,777,2678.26,1.128,1.128,0.15,4,1,0,0,0
776,770,3892.31,0.5,0.5,0.15,4,1,0.05,0,0
776,775,1325.24,0.991304,0.991303333,0.15,4,1,0,0,0
776,778,2919.23,0.851852,0.851851667,0.15,4,1,0,0,0
777,86,1.00E+05,1.04,1.04,0.15,4,1,0,0,0
777,775,2678.26,1.128,1.128,0.15,4,1,0,0,0
777,783,2678.26,1.2,1.2,0.15,4,1,0,0,0
778,86,1.00E+05,1.36,1.36,0.15,4,1,0,0,0
778,776,3892.31,0.851852,0.851851667,0.15,4,1,0.0851852,0,0
778,787,2919.23,0.981482,0.981481667,0.15,4,1,0,0,0
779,146,1.00E+05,1.12,1.12,0.15,4,1,0,0,0
779,780,1325.24,0.782609,0.782608333,0.15,4,1,0,0,0
780,779,1325.24,0.782609,0.782608333,0.15,4,1,0,0,0
780,781,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
781,780,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
781,782,1325.24,0.86087,0.86087,0.15,4,1,0,0,0
782,781,1325.24,0.86087,0.86087,0.15,4,1,0,0,0
782,783,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
782,784,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
782,785,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
783,777,2678.26,1.2,1.2,0.15,4,1,0,0,0
783,782,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
783,785,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
784,782,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
784,783,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
784,785,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
784,786,662.622,0.756522,0.756521667,0.15,4,1,0,0,0
785,782,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
785,783,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
785,784,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
785,788,1946.15,0.666667,0.666666667,0.15,4,1,0,0,0
786,88,1.00E+05,1.76,1.76,0.15,4,1,0,0,0
786,784,662.622,0.756522,0.756521667,0.15,4,1,0,0,0
786,787,662.622,0.730435,0.730435,0.15,4,1,0,0,0
787,778,3892.31,0.981482,0.981481667,0.15,4,1,0.0981482,0,0
787,786,662.622,0.730435,0.730435,0.15,4,1,0,0,0
787,789,2919.23,1.09259,1.09259,0.15,4,1,0,0,0
788,88,1.00E+05,1.44,1.44,0.15,4,1,0,0,0
788,785,1946.15,0.666667,0.666666667,0.15,4,1,0.0666667,0,0
788,790,1946.15,1.12963,1.12963,0.15,4,1,0,0,0
789,88,1.00E+05,1.44,1.44,0.15,4,1,0,0,0
789,787,3892.31,0.666667,0.666666667,0.15,4,1,0.0666667,0,0
789,795,2919.23,0.944444,0.944443333,0.15,4,1,0,0,0
790,788,1946.15,1.12963,1.12963,0.15,4,1,0.112963,0,0
790,791,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
790,792,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
791,790,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
791,792,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
791,799,1946.15,0.555556,0.555556667,0.15,4,1,0,0,0
792,790,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
792,791,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
792,793,662.622,0.93913,0.93913,0.15,4,1,0,0,0
793,88,1.00E+05,1.76,1.76,0.15,4,1,0,0,0
793,792,662.622,0.93913,0.93913,0.15,4,1,0,0,0
793,794,662.622,0.93913,0.93913,0.15,4,1,0,0,0
794,793,662.622,0.93913,0.93913,0.15,4,1,0,0,0
794,795,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
794,796,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
795,789,3892.31,0.944444,0.944443333,0.15,4,1,0.0944444,0,0
795,794,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
795,796,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
796,794,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
796,795,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
796,797,2919.23,0.518519,0.518518333,0.15,4,1,0,0,0
797,87,1.00E+05,0.76,0.76,0.15,4,1,0,0,0
797,796,3892.31,0.518519,0.518518333,0.15,4,1,0.0518519,0,0
797,798,2919.23,0.314815,0.314815,0.15,4,1,0,0,0
798,89,1.00E+05,1.88,1.88,0.15,4,1,0,0,0
798,797,3892.31,0.314815,0.314815,0.15,4,1,0.0314815,0,0
798,810,2919.23,0.592593,0.592593333,0.15,4,1,0,0,0
799,89,1.00E+05,1.72,1.72,0.15,4,1,0,0,0
799,791,1946.15,0.555556,0.555556667,0.15,4,1,0.0555556,0,0
799,808,1946.15,0.87037,0.87037,0.15,4,1,0,0,0
800,131,1.00E+05,2,2,0.15,4,1,0,0,0
800,737,3395.99,5.15942,5.159416667,0.15,4,1,0,0,0
800,801,3395.99,3.4058,3.4058,0.15,4,1,0,0,0
801,130,1.00E+05,2,2,0.15,4,1,0,0,0
801,800,3395.99,3.4058,3.4058,0.15,4,1,0,0,0
801,802,920.901,2.4,2.4,0.15,4,1,0,0,0
801,821,3395.99,5.89855,5.89855,0.15,4,1,0,0,0
802,741,920.901,2.25818,2.258183333,0.15,4,1,0.225818,0,0
802,801,920.901,2.4,2.4,0.15,4,1,0,0,0
802,803,920.901,2.11636,2.116366667,0.15,4,1,0,0,0
803,140,1.00E+05,1.08,1.08,0.15,4,1,0,0,0
803,802,920.901,2.11636,2.116366667,0.15,4,1,0.211636,0,0
803,804,920.901,0.665455,0.665455,0.15,4,1,0,0,0
804,138,1.00E+05,4.52,4.52,0.15,4,1,0,0,0
804,803,920.901,0.665455,0.665455,0.15,4,1,0.0665455,0,0
804,805,920.901,0.643636,0.643636667,0.15,4,1,0,0,0
805,804,920.901,0.643636,0.643636667,0.15,4,1,0.0643636,0,0
805,806,966.833,0.724638,0.724638333,0.15,4,1,0,0,0
805,817,651.313,2.22,2.22,0.15,4,1,0,0,0
806,805,966.833,0.724638,0.724638333,0.15,4,1,0.0724638,0,0
806,807,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
807,806,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
807,808,973.077,0.907407,0.907406667,0.15,4,1,0,0,0
808,799,1946.15,0.87037,0.87037,0.15,4,1,0.087037,0,0
808,807,973.077,0.907407,0.907406667,0.15,4,1,0,0,0
808,809,973.077,1.05556,1.05556,0.15,4,1,0,0,0
808,812,941.289,0.834783,0.834783333,0.15,4,1,0,0,0
809,808,1946.15,1.05556,1.05556,0.15,4,1,0,0,0
809,810,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
809,811,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
810,798,3892.31,0.592593,0.592593333,0.15,4,1,0.0592593,0,0
810,809,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
810,811,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
811,809,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
811,810,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
811,813,2919.23,0.87037,0.87037,0.15,4,1,0,0,0
812,90,1.00E+05,1.32,1.32,0.15,4,1,0,0,0
812,808,941.289,0.834783,0.834783333,0.15,4,1,0.0834783,0,0
812,815,941.289,1.74783,1.747833333,0.15,4,1,0,0,0
813,91,1.00E+05,2.44,2.44,0.15,4,1,0,0,0
813,811,3892.31,0.87037,0.87037,0.15,4,1,0.087037,0,0
813,814,2919.23,0.277778,0.277778333,0.15,4,1,0,0,0
814,90,1.00E+05,2.56,2.56,0.15,4,1,0,0,0
814,813,3892.31,0.277778,0.277778333,0.15,4,1,0,0,0
814,816,2919.23,0.685185,0.685185,0.15,4,1,0,0,0
815,812,941.289,1.74783,1.747833333,0.15,4,1,0,0,0
815,816,662.622,1.06957,1.06957,0.15,4,1,0,0,0
815,817,662.622,2.08696,2.086966667,0.15,4,1,0,0,0
816,814,2919.23,0.685185,0.685185,0.15,4,1,0,0,0
816,815,662.622,1.06957,1.06957,0.15,4,1,0,0,0
816,819,2919.23,1.57407,1.57407,0.15,4,1,0,0,0
817,138,1.00E+05,3,3,0.15,4,1,0,0,0
817,805,651.313,2.22,2.22,0.15,4,1,0,0,0
817,815,993.933,2.08696,2.086966667,0.15,4,1,0,0,0
817,818,651.313,1.36,1.36,0.15,4,1,0,0,0
818,92,1.00E+05,3.4,3.4,0.15,4,1,0,0,0
818,817,651.313,1.36,1.36,0.15,4,1,0,0,0
818,820,651.313,0.6,0.6,0.15,4,1,0,0,0
819,92,1.00E+05,2.04,2.04,0.15,4,1,0,0,0
819,816,2919.23,1.57407,1.57407,0.15,4,1,0,0,0
819,833,2919.23,0.592593,0.592593333,0.15,4,1,0,0,0
820,818,651.313,0.6,0.6,0.15,4,1,0,0,0
820,821,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
820,822,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
820,823,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
821,801,3395.99,5.89855,5.89855,0.15,4,1,0,0,0
821,820,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
821,822,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
821,823,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
822,820,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
822,821,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
822,823,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
822,832,3395.99,1.89855,1.89855,0.15,4,1,0,0,0
823,820,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
823,821,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
823,822,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
823,824,651.313,2.76,2.76,0.15,4,1,0,0,0
824,143,1.00E+05,2.84,2.84,0.15,4,1,0,0,0
824,823,651.313,2.76,2.76,0.15,4,1,0,0,0
824,825,651.313,1.82,1.82,0.15,4,1,0,0,0
825,144,1.00E+05,3.4,3.4,0.15,4,1,0,0,0
825,824,651.313,1.82,1.82,0.15,4,1,0,0,0
825,826,651.313,1.98,1.98,0.15,4,1,0,0,0
826,145,1.00E+05,3.8,3.8,0.15,4,1,0,0,0
826,825,651.313,1.98,1.98,0.15,4,1,0,0,0
826,827,651.313,3.22,3.22,0.15,4,1,0,0,0
827,129,1.00E+05,2,2,0.15,4,1,0,0,0
827,826,651.313,3.22,3.22,0.15,4,1,0,0,0
828,129,1.00E+05,2,2,0.15,4,1,0,0,0
828,829,2596.73,1.63636,1.63636,0.15,4,1,0,0,0
829,145,1.00E+05,3.8,3.8,0.15,4,1,0,0,0
829,828,2596.73,1.63636,1.63636,0.15,4,1,0,0,0
829,830,2596.73,1.11273,1.11273,0.15,4,1,0,0,0
830,144,1.00E+05,3.4,3.4,0.15,4,1,0,0,0
830,829,2596.73,1.11273,1.11273,0.15,4,1,0,0,0
830,831,2596.73,0.970909,0.970908333,0.15,4,1,0,0,0
831,143,1.00E+05,2.84,2.84,0.15,4,1,0,0,0
831,830,2596.73,0.970909,0.970908333,0.15,4,1,0,0,0
831,834,2596.73,1.38545,1.38545,0.15,4,1,0,0,0
832,822,3395.99,1.89855,1.89855,0.15,4,1,0,0,0
832,833,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
832,834,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
832,835,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
833,819,2919.23,0.592593,0.592593333,0.15,4,1,0,0,0
833,832,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
833,834,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
833,835,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
834,831,2596.73,1.38545,1.38545,0.15,4,1,0,0,0
834,832,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
834,833,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
834,835,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
835,489,3395.99,1.68116,1.681166667,0.15,4,1,0,0,0
835,832,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
835,833,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
835,834,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
836,101,1.00E+05,1.08,1.08,0.15,4,1,0,0,0
836,709,941.289,0.495652,0.495651667,0.15,4,1,0,0,0
836,744,941.289,0.991304,0.991303333,0.15,4,1,0,0,0
837,668,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
837,669,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
837,682,1946.15,0.574074,0.574073333,0.15,4,1,0,0,0
837,838,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
838,633,941.289,0.991304,0.991303333,0.15,4,1,0,0,0
838,668,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
838,669,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
838,837,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
839,9,1.00E+05,1.52,1.52,0.15,4,1,0,0,0
839,205,941.289,0.730435,0.730435,0.15,4,1,0,0,0
839,840,1882.58,1.38261,1.38261,0.15,4,1,0,0,0
840,8,1.00E+05,0.36,0.36,0.15,4,1,0,0,0
840,839,941.289,1.38261,1.38261,0.15,4,1,0,0,0
840,844,1325.24,1.01739,1.01739,0.15,4,1,0,0,0
841,536,3492.09,1.35977,1.35977,0.15,4,1,0,0,0
841,842,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
842,841,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
842,843,4024.97,0.240741,0.240741667,0.15,4,1,0.0240741,0,0
843,842,4024.97,0.240741,0.240741667,0.15,4,1,0,0,0
843,848,1325.24,0.313043,0.313043333,0.15,4,1,0,0,0
843,852,2919.23,0.259259,0.259258333,0.15,4,1,0.0259259,0,0
844,840,1325.24,1.01739,1.01739,0.15,4,1,0,0,0
844,845,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
844,846,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
844,847,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
845,535,2823.87,0.391304,0.391303333,0.15,4,1,0,0,0
845,846,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
845,847,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
846,844,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
846,845,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
846,887,1325.24,0.234783,0.234783333,0.15,4,1,0,0,0
847,844,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
847,845,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
847,849,2650.49,0.365217,0.365216667,0.15,4,1,0,0,0
848,843,1325.24,0.313043,0.313043333,0.15,4,1,0,0,0
848,849,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
848,850,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
849,847,1987.87,0.365217,0.365216667,0.15,4,1,0,0,0
849,848,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
849,850,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
849,851,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
850,848,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
850,851,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
850,888,1325.24,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
851,848,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
851,849,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
851,850,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
851,852,2650.49,0.208696,0.208696667,0.15,4,1,0,0,0
852,843,2919.23,0.259259,0.259258333,0.15,4,1,0,0,0
852,851,1987.87,0.208696,0.208696667,0.15,4,1,0,0,0
852,853,2650.49,0.313043,0.313043333,0.15,4,1,0.0313043,0,0
852,889,1987.87,0.182609,0.182608333,0.15,4,1,0,0,0
853,852,2650.49,0.313043,0.313043333,0.15,4,1,0.0313043,0,0
853,854,2650.49,0.104348,0.104348,0.15,4,1,0.0104348,0,0
854,136,1.00E+05,0.78,0.78,0.15,4,1,0,0,0
854,853,2650.49,0.104348,0.104348,0.15,4,1,0.0104348,0,0
854,855,2650.49,0.130435,0.130435,0.15,4,1,0.0130435,0,0
855,854,2650.49,0.130435,0.130435,0.15,4,1,0.0130435,0,0
855,856,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
855,857,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
856,855,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
856,858,2650.49,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
857,856,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
857,891,1325.24,0.182609,0.182608333,0.15,4,1,0,0,0
858,856,2650.49,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
858,859,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
858,860,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
859,858,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
859,860,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
859,861,2650.49,0.156522,0.156522,0.15,4,1,0.0156522,0,0
860,892,663.501,0.44,0.44,0.15,4,1,0,0,0
861,859,2650.49,0.156522,0.156522,0.15,4,1,0.0156522,0,0
861,862,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
862,861,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
862,865,2650.49,0.313043,0.313043333,0.15,4,1,0.0313043,0,0
863,861,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
863,862,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
864,865,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
864,866,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
864,870,1325.24,0.417391,0.417391667,0.15,4,1,0,0,0
865,862,2650.49,0.313043,0.313043333,0.15,4,1,0.0313043,0,0
865,866,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
865,867,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
866,864,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
866,865,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
866,867,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
866,898,2650.49,0.156522,0.156522,0.15,4,1,0.0156522,0,0
867,864,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
867,865,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
867,868,2650.49,0.208696,0.208696667,0.15,4,1,0,0,0
868,867,2650.49,0.208696,0.208696667,0.15,4,1,0.0208696,0,0
868,873,2650.49,0.130435,0.130435,0.15,4,1,0.0130435,0,0
869,868,1987.87,0.313043,0.313043333,0.15,4,1,0,0,0
869,870,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
869,872,663.501,0.12,0.12,0.15,4,1,0,0,0
870,136,1.00E+05,1.38,1.38,0.15,4,1,0,0,0
870,864,1325.24,0.417391,0.417391667,0.15,4,1,0,0,0
870,869,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
871,264,3552.27,0.577778,0.577778333,0.15,4,1,0,0,0
871,869,2823.87,0.756522,0.756521667,0.15,4,1,0,0,0
872,135,1.00E+05,1.56,1.56,0.15,4,1,0,0,0
872,869,663.501,0.12,0.12,0.15,4,1,0.012,0,0
872,871,1882.58,0.730435,0.730435,0.15,4,1,0,0,0
873,868,2650.49,0.130435,0.130435,0.15,4,1,0,0,0
873,872,1987.87,0.208696,0.208696667,0.15,4,1,0,0,0
873,874,2650.49,0.0782609,0.078260833,0.15,4,1,0,0,0
874,873,2650.49,0.0782609,0.078260833,0.15,4,1,0.00782609,0,0
874,875,2650.49,0.286957,0.286956667,0.15,4,1,0,0,0
874,901,663.501,0.24,0.24,0.15,4,1,0,0,0
875,874,2650.49,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
875,876,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
875,877,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
876,875,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
876,877,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
876,878,2650.49,0.286957,0.286956667,0.15,4,1,0,0,0
877,903,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
878,876,2650.49,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
878,879,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
878,1048,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
879,878,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
879,881,2650.49,0.313043,0.313043333,0.15,4,1,0,0,0
879,1048,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
880,878,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
880,879,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
880,1048,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
881,879,2650.49,0.313043,0.313043333,0.15,4,1,0.0313043,0,0
881,882,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
881,883,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
882,881,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
882,883,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
882,884,2650.49,0.365217,0.365216667,0.15,4,1,0,0,0
883,881,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
883,882,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
883,905,1987.87,0.156522,0.156522,0.15,4,1,0.0156522,0,0
884,882,2650.49,0.365217,0.365216667,0.15,4,1,0.0365217,0,0
884,885,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
884,886,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
885,355,2678.26,0.384,0.384,0.15,4,1,0,0,0
885,884,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
885,886,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
886,885,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
886,906,662.622,0.156522,0.156522,0.15,4,1,0,0,0
887,846,1325.24,0.234783,0.234783333,0.15,4,1,0,0,0
887,944,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
888,559,1325.24,0.156522,0.156522,0.15,4,1,0.0156522,0,0
888,850,1325.24,0.182609,0.182608333,0.15,4,1,0,0,0
888,887,1325.24,0.33913,0.33913,0.15,4,1,0,0,0
889,888,1325.24,0.182609,0.182608333,0.15,4,1,0,0,0
889,943,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
890,853,995.251,0.28,0.28,0.15,4,1,0,0,0
890,889,1325.24,0.33913,0.33913,0.15,4,1,0,0,0
891,857,1325.24,0.182609,0.182608333,0.15,4,1,0,0,0
891,890,2650.49,0.26087,0.26087,0.15,4,1,0,0,0
891,941,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
892,891,2650.49,0.182609,0.182608333,0.15,4,1,0,0,0
892,940,663.501,0.2,0.2,0.15,4,1,0,0,0
893,1,1.00E+05,0.42,0.42,0.15,4,1,0,0,0
893,892,2650.49,0.0782609,0.078260833,0.15,4,1,0,0,0
894,863,663.501,0.56,0.56,0.15,4,1,0,0,0
894,893,2650.49,0.0782609,0.078260833,0.15,4,1,0,0,0
895,894,2650.49,0.26087,0.26087,0.15,4,1,0,0,0
895,937,1987.87,0.130435,0.130435,0.15,4,1,0.0130435,0,0
896,895,1987.87,0.182609,0.182608333,0.15,4,1,0,0,0
896,914,1327,0.32,0.32,0.15,4,1,0,0,0
896,915,663.501,0.24,0.24,0.15,4,1,0,0,0
897,896,1987.87,0.156522,0.156522,0.15,4,1,0.0156522,0,0
898,866,2650.49,0.156522,0.156522,0.15,4,1,0.0156522,0,0
898,897,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
898,899,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
899,898,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
899,914,2650.49,0.156522,0.156522,0.15,4,1,0,0,0
900,897,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
900,898,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
900,899,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
901,874,663.501,0.24,0.24,0.15,4,1,0,0,0
901,900,995.251,0.6,0.6,0.15,4,1,0,0,0
901,913,663.501,0.24,0.24,0.15,4,1,0,0,0
902,3,1.00E+05,1.68,1.68,0.15,4,1,0,0,0
902,901,663.501,0.16,0.16,0.15,4,1,0,0,0
903,902,663.501,0.28,0.28,0.15,4,1,0,0,0
903,912,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
904,880,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
904,903,663.501,0.44,0.44,0.15,4,1,0,0,0
905,883,1987.87,0.156522,0.156522,0.15,4,1,0.0156522,0,0
905,904,663.501,0.48,0.48,0.15,4,1,0,0,0
905,909,1987.87,0.0782609,0.078260833,0.15,4,1,0.00782609,0,0
906,886,662.622,0.156522,0.156522,0.15,4,1,0,0,0
